credit_score,geography,gender,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited
733,Spain,Male,35,8,102918.38,1,Sim,Sim,45959.86,Nao
731,France,Female,30,5,0,2,Sim,Nao,189528.72,Nao
654,France,Male,47,10,0,2,Sim,Nao,170481.98,Nao
828,France,Male,37,4,0,2,Sim,Nao,94845.45,Nao
590,Spain,Male,22,7,125265.61,1,Sim,Sim,161253.08,Nao
657,France,Male,37,4,82500.28,1,Sim,Sim,115260.72,Nao
531,Germany,Female,64,2,175754.87,2,Sim,Sim,60721.4,Nao
516,France,Female,47,6,109387.33,1,Nao,Nao,121365.45,Nao
561,France,Male,37,1,100443.36,2,Nao,Sim,101693.73,Nao
682,Spain,Female,54,0,83102.72,2,Sim,Sim,54132.93,Nao
575,Spain,Male,28,7,0,1,Sim,Sim,10666.05,Nao
623,France,Female,28,4,0,2,Sim,Nao,41227.67,Nao
642,France,Female,40,7,0,2,Sim,Nao,10712.82,Nao
779,France,Female,48,2,115290.27,1,Nao,Nao,98912.69,Sim
671,France,Female,42,6,0,2,Sim,Nao,197202.48,Nao
495,France,Female,40,1,140197.71,2,Sim,Nao,150720.39,Nao
850,France,Female,28,1,105245.34,1,Nao,Sim,74780.13,Nao
630,France,Male,50,8,0,2,Nao,Sim,79377.45,Nao
588,France,Male,32,1,0,2,Sim,Sim,8763.87,Nao
562,Germany,Male,35,3,142296.13,1,Nao,Sim,177112.7,Nao
740,Spain,Female,56,4,99097.33,1,Sim,Sim,85016.64,Sim
695,France,Male,28,5,171069.39,2,Sim,Sim,88689.4,Nao
589,France,Female,39,7,0,2,Nao,Nao,95985.64,Nao
607,France,Female,31,1,102523.88,1,Sim,Sim,166792.71,Nao
794,France,Male,35,6,0,2,Sim,Sim,68730.91,Nao
580,Germany,Male,44,9,143391.07,1,Nao,Nao,146891.07,Sim
644,Germany,Female,44,8,106022.73,2,Nao,Nao,148727.42,Nao
636,Spain,Female,36,1,0,1,Sim,Nao,43134.58,Nao
599,Germany,Male,36,3,128960.21,2,Sim,Sim,40318.33,Nao
507,France,Female,35,2,0,2,Sim,Nao,97633.93,Nao
682,France,Female,48,7,0,2,Sim,Nao,65069.03,Nao
714,France,Female,24,7,0,2,Sim,Nao,166335,Nao
696,France,Female,25,8,126442.59,1,Sim,Nao,121904.44,Nao
599,Spain,Male,51,0,0,1,Sim,Sim,175235.99,Nao
577,France,Male,37,2,127261.35,1,Sim,Nao,56185.05,Nao
733,Spain,Female,32,5,0,2,Sim,Nao,131625.14,Nao
647,France,Female,33,4,0,1,Sim,Nao,152323.04,Nao
831,France,Female,34,2,0,2,Nao,Nao,165840.94,Nao
543,Germany,Male,30,6,73481.05,1,Sim,Sim,176692.65,Nao
679,France,Male,34,7,160515.37,1,Sim,Nao,121904.14,Nao
713,Germany,Female,61,4,149525.34,2,Sim,Nao,123663.63,Nao
690,Germany,Male,43,2,166522.78,1,Nao,Nao,119644.59,Sim
751,France,Male,29,1,135536.5,1,Sim,Nao,66825.33,Nao
613,Germany,Female,43,10,120481.69,1,Nao,Nao,94875.03,Sim
701,Spain,Male,28,1,103421.32,1,Nao,Sim,76304.73,Nao
698,France,Male,33,5,135658.73,2,Nao,Sim,39755,Nao
451,France,Female,36,2,0,2,Sim,Sim,180142.42,Nao
665,France,Male,28,8,191402.82,2,Sim,Nao,83238.4,Nao
726,Germany,Male,50,9,94504.35,1,Nao,Sim,5078.9,Nao
608,Germany,Female,44,5,126147.84,1,Nao,Sim,132424.69,Sim
549,France,Female,46,7,0,1,Sim,Sim,109057.56,Nao
803,France,Male,33,6,0,2,Sim,Nao,115676.61,Nao
663,France,Male,43,4,87624.03,2,Sim,Nao,149401.33,Nao
558,France,Female,45,1,153697.53,2,Nao,Nao,89891.4,Sim
714,France,Female,25,4,0,2,Nao,Nao,82500.84,Nao
704,France,Male,39,5,0,1,Sim,Nao,6416.92,Nao
805,Germany,Female,45,9,116585.97,1,Sim,Nao,189428.75,Sim
659,Germany,Male,34,9,134464.58,2,Sim,Nao,178833.34,Nao
738,Germany,Male,62,10,83008.31,1,Sim,Sim,42766.03,Nao
635,Spain,Male,35,2,113635.16,1,Sim,Nao,90883.12,Nao
530,Spain,Female,36,7,0,2,Sim,Nao,80619.09,Nao
661,Germany,Male,41,5,122552.48,2,Nao,Sim,120646.4,Nao
531,Spain,Male,31,2,118899.45,2,Nao,Nao,41409.36,Nao
694,France,Female,29,5,99713.87,1,Nao,Nao,112317.89,Nao
731,France,Female,36,6,0,1,Nao,Nao,152128.36,Nao
556,France,Female,36,2,134208.22,1,Nao,Sim,177670.57,Nao
647,Germany,Female,41,1,85906.65,3,Sim,Nao,189159.97,Nao
850,Germany,Male,32,3,137714.25,1,Nao,Sim,159403.68,Nao
573,Spain,Male,33,1,160777.9,1,Sim,Sim,149536.15,Nao
591,France,Male,45,5,0,2,Sim,Sim,155492.87,Nao
723,France,Male,21,4,0,2,Nao,Nao,24847.02,Nao
617,France,Male,25,1,102585.88,2,Sim,Sim,115387.4,Nao
704,Germany,Female,39,10,102556.18,2,Sim,Nao,171971.25,Sim
457,Germany,Male,42,4,126772.57,1,Nao,Sim,126106.4,Nao
787,Germany,Female,38,3,158373.23,1,Sim,Sim,28228.35,Nao
651,France,Female,34,9,0,2,Sim,Nao,138113.71,Nao
612,Germany,Male,42,5,141927.1,1,Sim,Sim,43018.98,Nao
828,Spain,Male,47,1,109876.82,2,Sim,Nao,83611.45,Sim
724,France,Female,34,2,0,2,Sim,Sim,118863.38,Nao
648,Germany,Male,44,9,111369.79,2,Sim,Sim,91947.74,Nao
569,Spain,Male,35,3,116969.35,1,Nao,Nao,94488.82,Nao
765,Germany,Female,34,8,136729.51,2,Nao,Nao,47058.21,Nao
577,Germany,Female,44,1,152086.15,1,Nao,Sim,44719.5,Sim
603,Spain,Male,46,2,0,2,Sim,Nao,174478.54,Nao
568,Spain,Male,28,1,127289.28,1,Nao,Nao,45611.51,Nao
748,Germany,Male,45,2,119852.01,1,Nao,Nao,73853.94,Sim
573,Spain,Male,38,4,0,2,Sim,Sim,196517.43,Nao
771,Spain,Female,41,5,0,2,Nao,Sim,92914.67,Nao
763,France,Male,35,9,0,1,Sim,Sim,31372.91,Nao
410,France,Female,35,7,117183.74,1,Sim,Sim,109733.73,Nao
728,France,Male,33,8,129907.63,1,Nao,Sim,36083.96,Nao
655,Spain,Female,78,2,0,2,Nao,Sim,188435.38,Nao
580,Germany,Female,36,6,145387.32,2,Sim,Sim,169963.2,Sim
712,France,Male,35,7,124616.23,1,Sim,Sim,69320.97,Nao
680,France,Male,31,9,0,2,Sim,Nao,36145.53,Nao
383,Spain,Female,48,8,95808.19,1,Nao,Nao,137702.01,Sim
721,France,Male,35,10,0,2,Sim,Nao,71594.26,Nao
620,France,Female,42,1,0,2,Nao,Sim,65565.92,Nao
774,Spain,Female,36,8,117152.3,1,Nao,Nao,101828.39,Nao
563,France,Male,35,3,106250.72,1,Nao,Nao,39546.32,Nao
850,Germany,Female,27,8,111837.78,2,Sim,Sim,110805.79,Nao
681,France,Male,47,9,97023.21,1,Sim,Sim,2168.13,Nao
631,France,Female,31,8,137687.72,1,Sim,Nao,190067.12,Nao
614,Spain,Female,40,3,113348.5,1,Sim,Sim,77789.01,Nao
704,Spain,Male,24,10,122109.78,1,Sim,Sim,127654.37,Nao
786,France,Male,32,2,120452.4,2,Nao,Nao,79602.86,Nao
534,France,Female,53,7,0,2,Sim,Sim,80619.17,Nao
590,Spain,Male,34,0,65812.35,2,Nao,Sim,160346.3,Nao
583,Spain,Female,40,3,54428.37,1,Sim,Nao,109638.78,Sim
656,France,Female,75,3,0,2,Sim,Sim,1276.87,Nao
597,France,Male,33,9,0,2,Sim,Nao,49374.82,Nao
588,Germany,Female,48,1,143279.58,2,Sim,Nao,31580.8,Sim
667,Germany,Male,32,0,103846.65,1,Sim,Nao,20560.69,Nao
627,France,Male,37,2,125190.86,1,Nao,Sim,84584.69,Nao
708,France,Female,33,8,0,2,Nao,Sim,15246.83,Nao
641,France,Male,65,6,38340.02,1,Sim,Nao,32607.77,Sim
527,Germany,Female,28,2,123802.98,2,Sim,Sim,155846.69,Nao
592,France,Male,37,3,96651.03,1,Sim,Sim,3232.82,Nao
465,France,Male,33,8,0,2,Sim,Nao,177668.55,Nao
628,France,Male,39,6,0,2,Nao,Nao,134441.6,Nao
678,France,Male,43,1,133237.21,1,Sim,Nao,111032.79,Sim
570,France,Female,61,6,142105.35,1,Sim,Sim,45214.04,Nao
815,France,Male,37,1,166115.42,1,Sim,Nao,67208.3,Nao
817,France,Female,37,6,81070.34,2,Sim,Nao,80985.88,Nao
717,France,Male,35,4,0,1,Sim,Sim,167573.06,Nao
641,France,Female,53,0,123835.52,2,Nao,Sim,160110.65,Nao
624,France,Male,51,10,123401.43,2,Sim,Sim,127825.25,Nao
579,Germany,Male,49,4,169377.31,1,Sim,Sim,123535.05,Nao
698,France,Male,38,2,130015.24,1,Sim,Sim,41595.3,Nao
645,France,Male,32,4,0,2,Nao,Sim,97628.08,Nao
691,France,Male,34,8,133936.04,2,Sim,Nao,91359.79,Nao
638,France,Male,34,6,114543.27,1,Sim,Sim,97755.29,Nao
705,France,Female,31,3,119794.67,1,Nao,Nao,182528.44,Nao
720,France,Male,33,9,0,2,Sim,Sim,142956.48,Nao
553,Spain,Male,44,4,0,1,Sim,Nao,10789.3,Nao
658,France,Female,29,8,0,2,Nao,Sim,130461.09,Nao
648,Germany,Female,32,8,157138.99,3,Sim,Nao,190994.48,Sim
636,Spain,Male,45,3,0,2,Sim,Sim,159463.8,Nao
527,Germany,Female,41,10,136733.24,1,Sim,Sim,57589.29,Nao
717,Germany,Female,28,9,82498.14,2,Nao,Nao,40437.67,Nao
614,Spain,Male,39,3,151914.93,1,Nao,Nao,56459.45,Nao
737,France,Male,43,0,80090.93,1,Sim,Nao,39920,Sim
587,Spain,Male,51,3,83739.32,1,Nao,Sim,148798.45,Nao
682,France,Female,35,2,181166.44,1,Sim,Sim,63737.19,Sim
710,France,Male,38,3,130588.82,1,Sim,Sim,154997.64,Nao
507,France,Male,42,6,0,2,Sim,Nao,34777.23,Nao
609,Germany,Male,33,6,94126.67,1,Nao,Nao,93718.16,Nao
786,France,Male,32,9,0,2,Sim,Nao,133112.41,Nao
688,France,Male,38,7,148045.68,1,Sim,Nao,175479.92,Sim
710,France,Male,38,2,0,2,Sim,Nao,96.27,Nao
779,Spain,Male,33,3,0,2,Sim,Nao,30804.68,Nao
733,France,Female,44,6,168165.84,1,Nao,Sim,197193.49,Nao
583,Germany,Female,26,10,72835.56,2,Sim,Nao,96792.15,Nao
627,France,Male,41,3,0,2,Sim,Nao,132719.8,Nao
666,Germany,Male,31,3,123212.08,2,Sim,Sim,112157.31,Nao
620,Spain,Male,38,0,0,2,Sim,Sim,38015.34,Nao
614,Spain,Female,39,6,0,2,Sim,Sim,164018.98,Nao
606,France,Male,40,6,119501.88,2,Sim,Nao,46774.94,Nao
700,Germany,Female,39,5,144550.83,2,Sim,Sim,189664.43,Nao
677,Germany,Male,34,3,126729.41,1,Sim,Sim,26106.39,Sim
850,Germany,Male,36,5,119984.07,1,Sim,Nao,191535.11,Sim
564,France,Male,35,4,0,1,Sim,Nao,158937.55,Nao
771,Spain,Female,56,2,0,1,Sim,Sim,25222.6,Sim
620,Spain,Male,42,9,121490.05,1,Sim,Sim,29296.74,Nao
610,Spain,Male,46,5,91897.8,1,Sim,Nao,54394.28,Nao
609,Spain,Male,39,2,139443.75,2,Sim,Nao,9234.06,Nao
683,Germany,Male,35,5,144961.97,1,Nao,Sim,26796.73,Nao
633,Germany,Male,42,3,126041.02,1,Nao,Sim,11796.89,Nao
676,Germany,Male,28,1,69459.05,2,Sim,Sim,128461.29,Nao
693,France,Male,38,7,198338.77,2,Sim,Sim,14278.18,Nao
709,France,Male,36,0,0,2,Sim,Nao,46811.77,Nao
569,Germany,Male,35,2,109196.66,3,Sim,Nao,109393.19,Sim
684,Spain,Female,38,3,134168.5,3,Sim,Nao,3966.5,Sim
565,France,Male,34,6,0,1,Sim,Sim,63173.64,Nao
681,France,Male,29,8,0,1,Sim,Nao,66367.33,Nao
503,Spain,Female,36,9,0,2,Sim,Sim,16274.67,Nao
656,France,Male,40,2,0,2,Sim,Sim,180553.48,Nao
566,Germany,Male,65,4,120100.41,1,Sim,Nao,107563.16,Sim
592,France,Female,62,5,0,1,Sim,Sim,100941.57,Nao
687,Spain,Female,50,5,0,2,Sim,Nao,110230.4,Nao
686,Spain,Male,22,8,0,2,Nao,Nao,142331.85,Nao
616,Spain,Male,30,2,0,2,Sim,Nao,199099.51,Nao
494,Spain,Male,67,5,0,2,Sim,Sim,85890.16,Nao
534,France,Male,38,3,0,1,Nao,Nao,143938.27,Nao
695,Spain,Female,31,8,0,2,Nao,Sim,131644.41,Nao
579,Spain,Female,31,9,0,2,Sim,Nao,112395.98,Nao
432,Germany,Male,38,2,135559.8,2,Sim,Sim,71856.3,Nao
816,Germany,Female,25,2,150355.35,2,Sim,Sim,35770.84,Nao
730,France,Female,37,1,0,2,Sim,Sim,124364.63,Nao
593,France,Female,35,6,133489.12,2,Sim,Sim,78101.29,Nao
715,Germany,Female,37,9,105489.31,1,Nao,Nao,143096.49,Sim
775,Germany,Male,25,10,60205.2,2,Sim,Nao,14073.11,Nao
539,France,Male,38,5,0,2,Sim,Nao,47388.41,Nao
576,Spain,Male,19,6,0,2,Nao,Nao,72306.07,Nao
617,Spain,Male,50,7,0,1,Sim,Nao,184839.7,Sim
688,France,Male,40,6,0,1,Sim,Sim,47886.44,Nao
608,France,Male,33,4,0,1,Nao,Sim,130474.03,Nao
597,Spain,Male,35,9,0,3,Nao,Sim,73181.39,Sim
670,France,Female,42,6,112333.63,1,Sim,Sim,65706.86,Nao
616,Germany,Female,57,7,116936.81,1,Sim,Sim,104379.36,Nao
579,Germany,Female,50,5,117721.02,1,Nao,Sim,192146.63,Sim
786,France,Male,37,7,165896.22,2,Sim,Sim,66977.68,Nao
704,Spain,Female,44,9,153656.85,1,Sim,Nao,158742.81,Nao
796,France,Female,50,1,94164,1,Sim,Sim,189414.74,Nao
598,Spain,Male,39,1,0,2,Sim,Nao,159130.32,Nao
602,France,Male,49,0,191808.73,1,Nao,Nao,97640.2,Nao
619,France,Male,58,5,152199.33,1,Sim,Sim,86022.09,Nao
492,Germany,Female,52,8,125396.24,1,Sim,Nao,10014.72,Sim
641,Germany,Male,41,7,104405.54,3,Sim,Nao,17384.21,Nao
518,France,Female,27,1,133801.49,1,Sim,Sim,143315.57,Nao
623,Spain,Female,40,4,0,3,Sim,Nao,31669.18,Nao
733,France,Female,28,5,0,2,Nao,Nao,12761.16,Nao
625,Germany,Male,42,6,100047.33,1,Sim,Nao,93429.95,Nao
759,France,Female,31,1,109848.6,1,Sim,Sim,42012.55,Nao
604,France,Female,32,7,127849.38,1,Sim,Nao,15798.7,Nao
512,Spain,Female,46,3,0,2,Sim,Sim,56408.14,Nao
520,France,Female,29,8,95947.76,1,Sim,Nao,4696.44,Nao
805,Spain,Male,26,2,0,2,Sim,Sim,25042.1,Nao
626,France,Male,43,4,137638.69,1,Sim,Nao,130442.08,Sim
656,France,Male,38,10,0,1,Sim,Sim,136521.82,Nao
785,Spain,Male,41,7,0,2,Sim,Sim,199108.88,Nao
553,France,Male,31,6,0,2,Nao,Nao,124596.63,Nao
569,France,Female,44,4,0,2,Nao,Nao,134394.78,Nao
670,France,Male,38,10,89416.99,1,Nao,Nao,144275.39,Nao
586,Spain,Male,42,6,0,2,Sim,Sim,123410.23,Nao
617,Spain,Female,45,1,0,1,Sim,Nao,143298.06,Nao
508,France,Female,60,7,143262.04,1,Sim,Sim,129562.74,Nao
624,Spain,Female,35,7,119656.45,2,Sim,Sim,4595.05,Nao
654,France,Male,29,4,132954.64,1,Sim,Sim,146715.07,Nao
681,Germany,Female,44,3,105206.7,2,Sim,Sim,163558.36,Nao
578,Spain,Male,28,4,0,2,Nao,Nao,6947.09,Nao
621,Spain,Female,37,9,83061.26,2,Sim,Nao,9170.54,Nao
632,France,Male,40,5,147650.68,1,Sim,Sim,199674.83,Nao
644,France,Male,44,5,73348.56,1,Sim,Nao,157166.79,Sim
821,France,Male,28,2,0,2,Sim,Nao,46072.52,Nao
754,France,Female,38,2,0,2,Nao,Nao,3524.69,Nao
568,Spain,Female,27,1,116320.68,1,Nao,Sim,45563.94,Nao
584,France,Male,33,3,0,2,Nao,Sim,59103.13,Nao
549,France,Female,29,8,0,2,Sim,Sim,189558.44,Nao
729,France,Female,38,7,0,2,Nao,Nao,45779.9,Nao
523,France,Male,61,8,66250.71,1,Sim,Sim,21859.06,Nao
477,Germany,Female,24,2,95675.62,2,Nao,Nao,162699.7,Sim
675,Germany,Male,42,2,92616.64,2,Sim,Nao,8567.18,Nao
782,Spain,Female,41,4,0,1,Sim,Nao,132943.88,Nao
616,Spain,Female,36,6,0,1,Sim,Sim,12916.32,Sim
738,Spain,Female,37,8,100565.94,1,Sim,Sim,128799.86,Nao
717,Spain,Female,42,5,190305.78,1,Sim,Nao,99347.8,Sim
526,Germany,Female,35,9,118536.4,1,Sim,Nao,40980.87,Sim
660,France,Male,19,5,127649.64,1,Sim,Sim,40368.65,Nao
525,France,Male,35,7,165358.77,1,Nao,Sim,94738.54,Nao
629,Spain,Male,29,6,0,2,Sim,Sim,88842.8,Nao
616,Germany,Female,36,10,78249.53,1,Sim,Nao,136934.91,Nao
521,Germany,Female,61,0,125193.96,1,Sim,Sim,109356.53,Nao
691,France,Female,29,9,0,2,Nao,Nao,199635.93,Nao
687,Germany,Female,41,2,154007.21,1,Sim,Nao,158408.23,Nao
677,Spain,Female,43,3,133214.88,2,Sim,Sim,95936.84,Nao
695,Spain,Male,63,1,146202.93,1,Sim,Sim,126688.83,Sim
663,France,Female,27,9,0,2,Sim,Nao,150850.29,Nao
496,France,Male,30,0,90963.49,1,Nao,Sim,27802,Nao
747,Spain,Male,41,9,0,1,Sim,Nao,32430.94,Sim
546,France,Female,52,2,0,1,Sim,Nao,137332.37,Sim
706,Spain,Male,68,4,114386.85,1,Sim,Sim,28601.68,Nao
472,France,Female,26,5,0,2,Sim,Nao,108411.66,Nao
703,France,Female,40,7,0,2,Nao,Sim,122518.5,Nao
850,France,Female,38,2,0,2,Sim,Nao,9015.07,Nao
667,Spain,Male,71,4,137260.78,1,Nao,Sim,94433.08,Sim
559,France,Male,33,9,111060.05,2,Sim,Nao,110371.84,Nao
636,Spain,Male,60,7,124447.73,1,Sim,Sim,141364.62,Sim
672,France,Female,34,8,0,2,Sim,Sim,16245.25,Nao
667,France,Male,42,7,0,1,Nao,Sim,108348.94,Sim
648,Germany,Male,33,7,135310.41,2,Nao,Sim,171668.2,Nao
497,France,Male,32,8,0,2,Sim,Nao,67364.42,Nao
743,France,Female,73,6,0,2,Nao,Sim,107867.38,Nao
619,France,Male,29,5,0,2,Sim,Nao,194310.1,Nao
639,Spain,Male,34,5,139393.19,2,Nao,Nao,33950.08,Nao
540,Spain,Male,28,8,0,2,Nao,Nao,197588.32,Nao
766,France,Female,26,3,104258.8,1,Sim,Sim,428.23,Nao
749,France,Female,26,6,0,2,Nao,Sim,34948.77,Nao
655,Germany,Male,32,9,113447.01,1,Sim,Nao,82084.3,Nao
630,France,Male,33,9,0,2,Sim,Nao,64804.59,Nao
778,Germany,Female,33,4,111063.73,2,Sim,Nao,83556.65,Nao
757,Germany,Female,30,6,161378.02,1,Nao,Nao,71926.28,Sim
529,Spain,Female,39,2,82766.43,1,Sim,Sim,122925.44,Nao
620,Spain,Male,29,9,0,2,Sim,Nao,13133.88,Nao
615,France,Female,61,1,104267.7,1,Sim,Nao,62845.64,Sim
735,France,Female,25,3,91718.8,1,Nao,Nao,28411.23,Nao
705,Spain,Female,47,3,63488.7,1,Nao,Sim,28640.92,Sim
644,Spain,Female,46,6,12459.19,1,Nao,Nao,156787.34,Sim
505,Germany,Female,37,6,159863.9,2,Nao,Sim,125307.87,Nao
471,Germany,Male,23,6,104592.55,2,Sim,Nao,131736.23,Nao
722,Spain,Female,50,4,132088.59,1,Sim,Sim,128262.14,Nao
577,Spain,Female,39,4,0,2,Sim,Nao,91366.42,Nao
744,Spain,Male,44,5,120654.68,1,Sim,Nao,82290.81,Nao
573,France,Female,30,6,0,2,Sim,Nao,66190.21,Nao
653,France,Female,32,4,83772.95,1,Nao,Sim,23920.65,Nao
660,France,Female,31,6,172325.67,1,Nao,Sim,45438.38,Nao
787,France,Male,46,7,117685.31,2,Sim,Sim,93360.35,Nao
617,France,Male,41,7,0,2,Nao,Sim,14496.67,Nao
567,France,Male,39,5,0,2,Nao,Nao,168521.72,Nao
682,Spain,Female,64,9,0,2,Sim,Sim,103318.44,Nao
684,France,Male,35,6,135871.5,1,Sim,Sim,87219.41,Nao
447,France,Male,41,3,0,4,Sim,Sim,197490.39,Sim
625,Germany,Female,49,4,128504.76,1,Sim,Nao,126812.63,Sim
585,France,Male,36,7,0,2,Sim,Nao,94283.09,Nao
516,France,Female,42,8,56228.25,1,Sim,Nao,46857.52,Nao
732,Germany,Female,45,6,98792.4,1,Sim,Nao,81491.7,Sim
628,Germany,Male,40,5,181768.32,2,Sim,Sim,129107.97,Nao
682,Spain,Female,48,9,101198.01,1,Sim,Sim,49732.9,Nao
746,France,Male,25,9,0,2,Nao,Sim,88728.47,Nao
655,France,Female,60,3,0,2,Sim,Sim,86981.45,Nao
644,France,Female,39,9,0,1,Sim,Nao,3740.93,Nao
778,France,Male,34,5,139064.06,2,Nao,Nao,67949.32,Nao
617,France,Female,35,2,104508.1,1,Sim,Sim,147636.46,Nao
660,Germany,Male,35,9,113948.58,1,Sim,Nao,188891.96,Sim
537,France,Male,47,10,0,2,Nao,Sim,25482.62,Nao
554,France,Female,39,10,0,2,Sim,Sim,18391.93,Nao
806,France,Male,31,9,0,2,Nao,Sim,140168.36,Nao
611,Germany,Male,37,1,117524.72,2,Nao,Sim,161064.29,Nao
665,France,Female,37,5,160389.82,1,Nao,Sim,183542.08,Nao
648,France,Female,37,7,0,2,Sim,Nao,194238.92,Nao
692,France,Male,27,1,125547.53,1,Nao,Nao,7900.46,Nao
507,Spain,Male,46,6,92783.68,1,Sim,Sim,51424.29,Nao
696,Germany,Male,49,5,97036.22,2,Sim,Nao,152450.84,Sim
681,France,Male,34,3,0,2,Nao,Nao,55816.2,Nao
687,France,Female,26,6,0,2,Sim,Sim,32909.13,Nao
641,Spain,Male,40,5,102145.13,1,Sim,Sim,100637.07,Nao
507,France,Female,33,1,113452.66,1,Nao,Nao,142911.99,Nao
688,Spain,Female,46,8,155681.72,1,Sim,Nao,26287.21,Nao
535,Germany,Male,38,8,127475.24,1,Nao,Nao,60775.76,Sim
701,France,Male,41,10,0,2,Sim,Sim,146257.77,Nao
488,France,Male,43,10,112751.13,1,Sim,Sim,28332,Nao
539,France,Female,29,4,0,2,Sim,Sim,100919.19,Nao
674,France,Male,45,7,144889.18,1,Sim,Sim,102591.9,Sim
538,Spain,Male,40,8,0,2,Sim,Sim,25554.4,Nao
829,France,Female,22,7,150126.44,1,Sim,Nao,152107.93,Sim
768,France,Male,54,8,69712.74,1,Sim,Sim,69381.05,Nao
585,Spain,Female,44,4,0,2,Nao,Sim,101728.46,Nao
581,France,Male,31,3,0,2,Nao,Nao,89040.61,Nao
682,Germany,Female,35,2,117438.92,2,Sim,Sim,16910.98,Nao
653,France,Male,38,8,119315.75,1,Sim,Nao,150468.35,Nao
712,France,Female,30,1,89571.59,1,Sim,Sim,177613.19,Nao
620,Germany,Female,34,8,102251.57,1,Sim,Nao,120672.09,Nao
709,France,Male,42,9,118546.71,1,Nao,Sim,77142.85,Nao
832,France,Male,61,2,0,1,Nao,Sim,127804.66,Sim
635,Spain,Male,38,0,103257.14,1,Nao,Nao,158344.63,Nao
749,Spain,Female,43,1,124209.02,1,Sim,Sim,167179.48,Nao
629,Spain,Male,32,3,0,2,Sim,Sim,15404.64,Nao
836,Spain,Female,41,7,150302.84,1,Sim,Sim,156036.19,Nao
542,Spain,Male,34,8,108653.93,1,Nao,Sim,144725.14,Nao
645,France,Female,45,8,85325.93,1,Nao,Nao,22558.74,Nao
844,France,Female,29,8,0,2,Nao,Nao,147342.03,Nao
747,Germany,Male,37,9,135776.36,3,Sim,Nao,85470.45,Sim
645,France,Male,40,6,131411.24,1,Sim,Sim,194656.11,Nao
752,Spain,Female,36,3,0,2,Sim,Sim,48505.1,Nao
760,Spain,Female,41,6,0,2,Nao,Nao,101491.23,Nao
714,Germany,Female,45,9,106431.97,2,Sim,Sim,164117.69,Nao
717,France,Male,50,9,90305.76,1,Sim,Sim,124626.57,Nao
645,Germany,Male,28,7,117466.03,2,Sim,Sim,34490.06,Nao
681,France,Male,32,3,148884.47,2,Sim,Sim,90967.37,Nao
681,Germany,Female,44,4,91115.76,2,Nao,Nao,24208.84,Sim
679,Germany,Female,37,8,77373.87,2,Nao,Sim,174873.09,Nao
528,Spain,Male,23,7,104744.89,1,Sim,Nao,170262.97,Nao
710,France,Female,31,3,0,2,Sim,Sim,112289.06,Nao
733,Germany,Male,39,5,91538.51,1,Sim,Sim,93783,Nao
724,France,Female,32,6,0,2,Sim,Sim,150026.79,Nao
726,France,Female,34,0,185734.75,1,Sim,Sim,102036.82,Nao
520,France,Male,30,3,143396.54,2,Sim,Sim,898.51,Nao
556,France,Male,40,5,125909.85,1,Sim,Sim,95124.4,Nao
579,France,Female,45,2,0,2,Nao,Nao,11514.39,Nao
674,France,Male,36,2,154525.7,1,Nao,Sim,27468.72,Nao
570,France,Female,29,0,0,1,Sim,Nao,37092.43,Nao
631,France,Male,51,8,100654.8,1,Sim,Nao,171587.9,Nao
623,Spain,Male,44,1,83325.77,1,Nao,Sim,80828.78,Nao
665,France,Male,35,8,110934.54,1,Sim,Nao,169287.99,Nao
523,Spain,Female,36,8,113680.54,1,Nao,Nao,13197.44,Nao
706,Germany,Male,31,1,117020.08,2,Sim,Nao,54439.53,Nao
619,France,Female,49,9,145359.99,1,Sim,Nao,38186.85,Nao
593,Germany,Female,39,8,151391.68,1,Sim,Nao,27274.6,Sim
608,Spain,Male,66,8,123935.35,1,Sim,Sim,65758.19,Nao
526,France,Female,36,0,0,2,Sim,Nao,97767.63,Nao
684,Spain,Male,40,2,70291.02,1,Sim,Sim,115468.84,Sim
604,Germany,Female,42,10,166031.45,1,Sim,Nao,98293.14,Nao
636,Germany,Male,36,6,96643.32,1,Nao,Nao,182059.28,Nao
669,Spain,Female,33,8,0,2,Nao,Sim,128538.05,Nao
624,France,Male,71,7,0,2,Sim,Sim,108841.83,Nao
631,France,Male,29,2,0,2,Sim,Sim,18581.84,Nao
753,France,Male,48,4,0,2,Nao,Sim,146821.42,Nao
588,France,Male,40,5,0,2,Nao,Nao,100727.68,Nao
729,Germany,Male,26,4,97268.1,2,Sim,Nao,39356.38,Nao
602,France,Female,42,10,0,2,Nao,Nao,169921.11,Sim
689,Germany,Female,55,1,76296.81,1,Sim,Nao,42364.75,Sim
486,Spain,Male,27,7,0,2,Sim,Nao,28823.04,Nao
809,Germany,Female,42,6,64497.94,3,Nao,Sim,182436.81,Sim
562,France,Male,38,5,0,1,Sim,Nao,115700.2,Nao
763,Spain,Female,32,8,0,2,Sim,Nao,16725.53,Nao
669,France,Male,57,5,0,2,Sim,Sim,56875.76,Nao
709,France,Male,39,8,0,2,Sim,Nao,56214.09,Nao
554,Spain,Female,45,4,0,2,Sim,Sim,193412.05,Nao
699,France,Male,37,10,0,2,Nao,Nao,83263.04,Nao
732,Spain,Male,54,0,134249.7,1,Nao,Sim,13404.4,Nao
625,France,Female,45,3,0,1,Sim,Sim,184474.15,Sim
